Id,target
0,111.59123333381805
1,114.96453973623451
2,-25.523061646237167
3,-47.244635092856484
4,-102.07184246021251
5,-50.356759621478375
6,-80.86040944617645
7,21.043097429847833
8,171.50418507541593
9,169.7576940520455
10,-110.64038692125646
11,-25.236780188541573
12,-8.732781041522998
13,119.20519485650917
14,34.72980270565333
15,41.523490054829985
16,-198.27099574511573
17,17.619234889235482
18,8.545184922839411
19,131.86308912125594
20,61.17230922058425
21,-67.94762376688399
22,-113.79976924711048
23,-12.885667065304563
24,-63.368357583228196
25,7.8694637284805395
26,23.560993751407153
27,104.46445455831702
28,18.912517317848042
29,-30.849954055147712
30,106.97170420940049
31,-50.820048631424356
32,214.50424751651028
33,-20.227154831583064
34,-236.49580502634763
35,151.28832636657935
36,-8.514062184988864
37,9.293489175765245
38,-316.33869349805406
39,72.91848293838831
40,-87.64830236625085
41,-213.4513084394226
42,-246.23002442209958
43,131.40255201588903
44,-80.31181732883968
45,99.90646972948427
46,-9.229302021105191
47,14.98015610731531
48,-104.10894882810928
49,-33.02693773948688
50,7.417056443610463
51,-183.15290384514674
52,60.47287711219309
53,-104.5391623659674
54,-112.05829216816075
55,-162.1553375715304
56,58.681112457257534
57,105.55140730945911
58,-79.17740161636743
59,38.806301925305576
60,36.471871243489105
61,-56.514786535146314
62,161.66068513291287
63,38.54272687550064
64,52.29825492572489
65,19.090728405115648
66,77.63787488577282
67,-7.462952014049051
68,-8.101893566521628
69,-3.6045520695683635
70,-28.032733864074302
71,159.02921922001974
72,-45.48508152852199
73,18.10655482948175
74,-72.23586554654474
75,-76.63263755554229
76,33.016600219779406
77,-167.76601883881693
78,-6.2102530827458935
79,148.4716504395319
80,-43.19436773705981
81,-126.87289075945611
82,-199.76250346855187
83,33.23476044806822
84,143.0150181169082
85,270.32113425602216
86,-264.55633018545467
87,-95.71583433891844
88,73.8213459173769
89,-95.43715660497104
90,-54.627110492327546
91,121.05121904467848
92,-170.16254907082907
93,-122.3592651777335
94,46.105467798734296
95,94.019012104919
96,-223.06516510642075
97,-127.38799432707856
98,-180.2643234864066
99,-56.7995264474975
100,124.57504536587794
101,-89.36745673741245
102,-7.156386206743591
103,-5.189718378918855
104,-4.976337734552118
105,76.70713516428711
106,40.06994844597465
107,88.76261003946982
108,-34.38209253961798
109,-90.5868186386964
110,35.43199519536028
111,14.429103621593786
112,113.22259770141147
113,2.8101721263705812
114,70.04504054140739
115,28.344480447108936
116,-148.91568724092605
117,1.8958277294759167
118,17.359753117486424
119,-27.106471559424165
120,-25.536696585818007
121,-263.92248875720963
122,264.7819629170377
123,153.42506322706043
124,10.391606332622056
125,81.03474958138887
126,-16.486248394771614
127,-159.35708661825151
128,109.32031900050069
129,-37.10096906127123
130,-223.3322251692763
131,117.16673960545229
132,-34.306204928054534
133,-92.32215529338374
134,167.53294151034981
135,33.99856015670356
136,-23.266856980854627
137,55.764038210617514
138,40.58868870420156
139,-181.8473839114002
140,127.0481075228833
141,-78.46249790869467
142,209.96387556522274
143,133.03272207205612
144,-5.033110136616017
145,-159.39110436848392
146,-19.970328889319916
147,130.9331270340319
148,32.2483111156076
149,53.07030808696683
150,-9.280265248848707
151,-48.47753758704364
152,14.098678650175856
153,-73.50641372743013
154,24.27263821557226
155,139.04488092491334
156,345.6650908323571
157,214.18475692587236
158,23.35624324960677
159,-43.71891273467142
160,-178.52180285006713
161,7.793956613597572
162,296.5005440483546
163,71.2812345656122
164,-27.7446728620825
165,153.26192450199298
166,-162.61646576482994
167,138.7548234173783
168,167.7828933835737
169,-52.56751547348199
170,60.81194154781022
171,94.04486658479308
172,90.95791028637932
173,27.913915398720864
174,170.59889009422312
175,-156.62303819152385
176,-99.10435172926303
177,-175.20307525960422
178,-22.88426454427784
179,-112.13862407312958
180,-18.731004776709774
181,-63.303713259921416
182,-80.35297391275611
183,62.38228219401411
184,-74.31296491710039
185,85.85163914788967
186,-61.66520447677377
187,-114.35495206528962
188,-82.40168228765774
189,183.79602572354378
190,-45.980062826342674
191,216.71961432726778
192,-62.51398819262442
193,-89.14067289562153
194,44.04046297862547
195,-5.447816871073243
196,67.81708357698919
197,-65.76286741706184
198,207.03125407123923
199,-145.33982137034377
200,-103.29500289429166
201,-121.38070433754972
202,20.96833456824146
203,50.42469697852904
204,146.7788608905693
205,42.356887504465924
206,89.690721764689
207,168.78563470029326
208,-278.1359068179755
209,-180.41325211250322
210,-110.66913063165836
211,-87.8481655012608
212,25.458941798433422
213,-56.76960910144132
214,73.66347754138138
215,-24.869394034153075
216,-57.484235958800966
217,-34.06861813219278
218,61.101152642153515
219,87.55423013628666
220,-89.43832959687558
221,-153.9567070868917
222,43.53621126076163
223,236.86135570185598
224,-54.025979587624505
225,10.972838617554025
226,-67.50236522304553
227,7.639482800943455
228,5.5818695004427
229,36.990288697528975
230,113.96227546485227
231,14.126280910050877
232,-112.38690273374107
233,43.10661503166551
234,96.15629282413911
235,-95.80559968549734
236,-179.95419900082476
237,165.61765478775484
238,105.37927189253128
239,56.68163534004525
240,-13.220016394542561
241,-30.285203003029412
242,-51.720824286920475
243,-177.50966971067015
244,-69.96453075763964
245,-33.072186041841476
246,-177.69629253419134
247,-31.728010918255897
248,29.953253843815098
249,-126.70139662551662
250,13.479955828143233
251,-6.177262976777815
252,-262.4936343452951
253,-260.8882483696903
254,-172.98486567283433
255,41.62887046451032
256,127.88280829584151
257,67.10775884494997
258,117.61423763464428
259,90.10527521461555
260,17.166810120774834
261,-315.25366530657635
262,185.48569361387203
263,-135.95420168119972
264,-48.45340346298738
265,-91.45790117362108
266,-93.81650835331402
267,134.22510911268597
268,160.28441997662193
269,-44.84175345530073
270,-148.27648921337786
271,109.81485236811936
272,-23.299794643532437
273,85.138050837108
274,102.50601283011714
275,20.86066375711216
276,-55.83061123767948
277,-32.814333857274
278,25.015569665677845
279,71.82274848459824
280,23.464240675301276
281,-134.7674388417089
282,-20.955073839150444
283,-15.180052234044389
284,-132.92243494945916
285,158.19161468971083
286,-14.231180074752395
287,-138.2136416346624
288,203.8991522782679
289,44.56883024723983
290,89.28154967499768
291,27.12738472529739
292,203.98476759087453
293,-44.82322825949156
294,-35.74589315288976
295,-45.481992438605396
296,48.15882727804662
297,-68.4677913774247
298,91.35270321880233
299,-89.42742113140771
300,-101.50574588254862
301,-29.855270693152505
302,-95.10768965185433
303,-27.7608961904879
304,55.501495252656596
305,-38.71202469624251
306,-80.39867475839539
307,-185.4140533752785
308,-171.34916582495532
309,37.29210040529645
310,73.82206133374274
311,299.23817545916825
312,124.70642739602499
313,127.02702657169382
314,47.24012272467816
315,-26.51392766022728
316,179.63350911576646
317,-63.0981894419662
318,125.14988574820818
319,150.2191549909877
320,-38.320318874796975
321,-208.3055542272803
322,-104.92483923900728
323,0.9709294322218796
324,-48.66696347450617
325,-42.5690387840925
326,156.25331082559228
327,130.72174663405684
328,20.070829674060487
329,-94.12788773583628
330,184.3734636992369
331,-71.26256903150606
332,60.58904620360943
333,75.28518284707405
334,95.95165709266168
335,-110.52680824416274
336,111.16492150622486
337,-39.89245325351305
338,84.68169873017231
339,-88.53747992589246
340,-208.4196956954038
341,156.30207978079298
342,-98.62014628529104
343,61.114213167223724
344,123.18409851673852
345,26.927491188993855
346,-181.97334451176383
347,-38.43131630451558
348,-51.781985164251665
349,-122.50761782506213
350,8.343906178020283
351,-95.33128753030638
352,-45.0188652507111
353,-170.38523003945724
354,-224.7304537534037
355,0.6489023034294661
356,-213.11380470777144
357,183.05836762505558
358,-14.422122346327418
359,12.884236984938699
360,29.607252904596876
361,238.64430078012649
362,-33.026546030959715
363,130.35467199543683
364,53.68030377365065
365,6.735235697896073
366,-92.04530453528673
367,-15.265274855795752
368,222.91894573507798
369,-19.57063883380562
370,-145.3011886011206
371,-54.866177435790206
372,-99.93262176609241
373,3.7738693085809984
374,-19.257785314854516
375,-66.6651553919415
